rowid,occurred_on,tipo,amount_cents,descricao,categoria
1488,2026-01-17,receita,32,Interest earned - Flexible Cash Funds,Rendimentos
1489,2026-01-18,despesa,2403,Kawiarnia Lawenda,Compras
1490,2026-01-18,despesa,1682,Dawid Chachula Gastr 0,Alimentação
1491,2026-01-18,despesa,770,Bartus S.c. J.r.b Wilc,Viagem
1492,2026-01-18,despesa,7831,Winterpol,Viagem
1493,2026-01-18,despesa,7687,Jakubcowka I,Viagem
1494,2026-01-18,despesa,1269,McDonald's,Alimentação fora
1495,2026-01-18,despesa,73,To Flexible Cash Funds,Transferências internas
1496,2026-01-18,despesa,81,To Flexible Cash Funds,Transferências internas
1497,2026-01-18,despesa,67,To Flexible Cash Funds,Transferências internas
1498,2026-01-18,despesa,31,To Flexible Cash Funds,Transferências internas
1499,2026-01-18,despesa,100,To Flexible Cash Funds,Transferências internas
1500,2026-01-18,despesa,33,To Flexible Cash Funds,Transferências internas
1501,2026-01-18,receita,10000,From Flexible Cash Funds,Transferências internas
1502,2026-01-18,despesa,60,To Flexible Cash Funds,Transferências internas
1503,2026-01-18,receita,32,Interest earned - Flexible Cash Funds,Rendimentos
1504,2026-01-19,despesa,50,To Flexible Cash Funds,Transferências internas
1505,2026-01-19,despesa,12968,Baltona Duty Free Shop,Viagem
1506,2026-01-19,despesa,625,Cafe Stefanek,Alimentação fora
1507,2026-01-19,despesa,1340,Żabka,Supermercado
1508,2026-01-19,despesa,4815,Orlen,Alimentação
1509,2026-01-19,despesa,575,McDonald's,Alimentação fora
1510,2026-01-19,despesa,505,Parking Wroclaw Nowy,Transporte
1511,2026-01-19,despesa,336,Wrocławskie Pamiątki,Viagem
1512,2026-01-19,receita,381,Recebimento (Gabriel Garcia de Araujo) — 50% de Simple Bake,Outras receitas
1513,2026-01-19,despesa,457,Pagamento (Gabriel Garcia de Araujo) — 50% de WhSmith,Viagem
1514,2026-01-19,despesa,676,Pagamento (Gabriel Garcia de Araujo) — 50% de Glovo,Viagem
1515,2026-01-19,despesa,557,Pagamento (Gabriel Garcia de Araujo) — 50% de Św. Jan - pub regionalny,Viagem
1516,2026-01-19,despesa,392,Pagamento (Gabriel Garcia de Araujo) — 50% de Bartus S.c. J.r.b Wilcz,Viagem
1517,2026-01-19,despesa,951,Pagamento (Gabriel Garcia de Araujo) — 50% de Wypozyczalnia Jakubcowk,Viagem
1518,2026-01-19,receita,605,Recebimento (Gabriel Garcia de Araujo) — 50% de Lidl,Outras receitas
1519,2026-01-19,receita,1820,Recebimento (Gabriel Garcia de Araujo) — 50% de Chopper Bar,Outras receitas
1520,2026-01-19,despesa,1150,Pagamento (Gabriel Garcia de Araujo) — 50% de Chatgpt,Assinaturas e Digital
1521,2026-01-19,despesa,1737,Pagamento (Gabriel Garcia de Araujo) — 50% de ORZO,Viagem
1522,2026-01-19,receita,300,From Flexible Cash Funds,Transferências internas
1523,2026-01-19,despesa,11998,Pagamento (Gabriel Garcia de Araujo) — 50% de Inter Best 97 Polska,Viagem
1524,2026-01-19,receita,10000,From Flexible Cash Funds,Transferências internas
1525,2026-01-19,despesa,21,To Flexible Cash Funds,Transferências internas
1526,2026-01-19,despesa,25,To Flexible Cash Funds,Transferências internas
1527,2026-01-19,despesa,5,To Flexible Cash Funds,Transferências internas
1528,2026-01-19,receita,146916,Payment from DR JOHN CLARKE,Salário
1529,2026-01-19,despesa,80000,To Flexible Cash Funds,Transferências internas
1530,2026-01-19,despesa,33,To Flexible Cash Funds,Transferências internas
1531,2026-01-19,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1532,2026-01-19,receita,32,Interest earned - Flexible Cash Funds,Rendimentos
1533,2026-01-20,despesa,6679,Vinted,Outras despesas
1534,2026-01-20,despesa,1775,Dealz,Compras e Roupa
1535,2026-01-20,despesa,1295,Superdrug,Saúde
1536,2026-01-20,despesa,850,Ryanair,Viagem
1537,2026-01-20,despesa,2167,ALDI,Supermercado
1538,2026-01-20,despesa,21,To Flexible Cash Funds,Transferências internas
1539,2026-01-20,receita,57500,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1540,2026-01-20,despesa,9000,To Side Hustle 💸,Outras despesas
1541,2026-01-20,despesa,6425,To Brasil 2026,Outras despesas
1542,2026-01-20,despesa,4321,To Brasil 2026,Outras despesas
1543,2026-01-20,despesa,5300,To Side Hustle 💸,Outras despesas
1544,2026-01-20,despesa,8000,To Side Hustle 💸,Outras despesas
1545,2026-01-20,despesa,600,To Brasil 2026,Outras despesas
1546,2026-01-20,despesa,14,To Flexible Cash Funds,Transferências internas
1547,2026-01-20,despesa,70,To Flexible Cash Funds,Transferências internas
1548,2026-01-20,despesa,71,To Flexible Cash Funds,Transferências internas
1549,2026-01-20,receita,31,Interest earned - Flexible Cash Funds,Rendimentos
1550,2026-01-21,despesa,6679,Vinted,Outras despesas
1551,2026-01-21,despesa,5629,Vinted,Outras despesas
1552,2026-01-21,despesa,2486,Lidl,Supermercado
1553,2026-01-21,despesa,630,Tesco,Supermercado
1554,2026-01-21,despesa,8400,To Brasil 2026,Outras despesas
1555,2026-01-21,despesa,23,To Flexible Cash Funds,Transferências internas
1556,2026-01-21,receita,33,Interest earned - Flexible Cash Funds,Rendimentos
1557,2026-01-22,despesa,977,Dunnes Stores,Supermercado
1558,2026-01-22,despesa,100,To Flexible Cash Funds,Transferências internas
1559,2026-01-22,despesa,1,To Flexible Cash Funds,Transferências internas
1560,2026-01-22,despesa,1008,To Side Hustle 💸,Outras despesas
1561,2026-01-22,receita,1008,From Side Hustle 💸,Outras receitas
1562,2026-01-22,despesa,1008,To Brasil 2026,Outras despesas
1563,2026-01-22,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1564,2026-01-22,receita,33,Interest earned - Flexible Cash Funds,Rendimentos
1565,2026-01-23,despesa,2599,O'Sullivans Pharmacy,Saúde
1566,2026-01-23,despesa,4000,Walkin Medical Centre,Saúde
1567,2026-01-23,despesa,50000,To Joana Palminha,Transferências internas
1568,2026-01-23,receita,900000,From Flexible Cash Funds,Transferências internas
1569,2026-01-23,despesa,200000,To Joana Palminha,Transferências internas
1570,2026-01-23,despesa,200000,To Joana Palminha,Transferências internas
1571,2026-01-23,despesa,200000,To Joana Palminha,Transferências internas
1572,2026-01-23,despesa,300000,To Joana Palminha,Transferências internas
1573,2026-01-23,despesa,60,To Flexible Cash Funds,Transferências internas
1574,2026-01-23,receita,100000,From Flexible Cash Funds,Transferências internas
1575,2026-01-23,despesa,30000,To Atlantic Technological University ATU,Educação
1576,2026-01-23,receita,1,Interest earned - Brasil 2026,Rendimentos
1577,2026-01-23,receita,34,Interest earned - Flexible Cash Funds,Rendimentos
1578,2026-01-23,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1579,2026-01-24,despesa,540,Daybreak,Supermercado
1580,2026-01-24,despesa,100,To Flexible Cash Funds,Transferências internas
1581,2026-01-24,despesa,1,To Flexible Cash Funds,Transferências internas
1582,2026-01-24,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1583,2026-01-24,receita,33,Interest earned - Flexible Cash Funds,Rendimentos
1584,2026-01-25,despesa,1200,Canva* I04771-32769878,Assinaturas e Digital
1585,2026-01-25,despesa,1999,TK Maxx,Compras e Roupa
1586,2026-01-25,receita,1,Interest earned - Brasil 2026,Rendimentos
1587,2026-01-25,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1588,2026-01-25,receita,33,Interest earned - Flexible Cash Funds,Rendimentos
1589,2026-01-26,despesa,311,Pagamento (Gabriel Garcia de Araujo) — 50% de Lidl,Supermercado
1590,2026-01-26,despesa,1928,Pagamento (Gabriel Garcia de Araujo) — 50% de Polonez,Supermercado
1591,2026-01-26,despesa,3500,Pagamento (Gabriel Garcia de Araujo) — quota Vodafone da Joana,Telefone e internet
1592,2026-01-26,despesa,78500,To Michael Quinn,Moradia
1593,2026-01-26,despesa,36,To Flexible Cash Funds,Transferências internas
1594,2026-01-26,receita,1,Interest earned - Brasil 2026,Rendimentos
1595,2026-01-26,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1596,2026-01-26,receita,33,Interest earned - Flexible Cash Funds,Rendimentos
1597,2026-01-27,despesa,1164,SuperValu,Supermercado
1598,2026-01-28,despesa,100,To Flexible Cash Funds,Transferências internas
1599,2026-01-28,despesa,100,To Flexible Cash Funds,Transferências internas
1600,2026-01-28,receita,4000,From Side Hustle 💸,Outras receitas
1601,2026-01-28,despesa,35,To Flexible Cash Funds,Transferências internas
1602,2026-01-28,receita,1,Interest earned - Brasil 2026,Rendimentos
1603,2026-01-28,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1604,2026-01-29,despesa,740,FREE NOW,Transporte
1605,2026-01-29,despesa,780,FREE NOW,Transporte
1606,2026-01-29,despesa,12000,Treaty Medical Centre,Saúde
1607,2026-01-29,despesa,65,Transport for Ireland - TFI,Transporte
1608,2026-01-29,despesa,35,To Flexible Cash Funds,Transferências internas
1609,2026-01-29,despesa,35,To Flexible Cash Funds,Transferências internas
1610,2026-01-29,receita,1,Interest earned - Brasil 2026,Rendimentos
1611,2026-01-29,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1612,2026-01-30,despesa,65,Transport for Ireland - TFI,Transporte
1613,2026-01-30,despesa,65,Transport for Ireland - TFI,Transporte
1614,2026-01-30,despesa,100,To Flexible Cash Funds,Transferências internas
1615,2026-01-30,receita,19500,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1616,2026-01-30,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1617,2026-01-30,receita,1,Interest earned - Flexible Cash Funds,Rendimentos
1618,2026-01-31,despesa,11000,To Joana Palminha,Transferências internas
1619,2026-01-31,despesa,2135,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
1620,2026-01-31,despesa,35,To Flexible Cash Funds,Transferências internas
1621,2026-01-31,despesa,300,Daybreak,Supermercado
1622,2026-01-31,despesa,35,To Flexible Cash Funds,Transferências internas
1623,2026-01-31,receita,4000,From Side Hustle 💸,Outras receitas
1624,2026-01-31,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1625,2026-01-31,receita,1,Interest earned - Brasil 2026,Rendimentos
1626,2026-02-01,despesa,65,Transport for Ireland - TFI,Transporte
1627,2026-02-01,despesa,65,Transport for Ireland - TFI,Transporte
1628,2026-02-01,despesa,35,To Flexible Cash Funds,Transferências internas
1629,2026-02-01,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1630,2026-02-01,receita,1,Interest earned - Brasil 2026,Rendimentos
1631,2026-02-02,despesa,15071,repayment,Empréstimos e Dívidas
1632,2026-02-02,receita,2000,New Road Clinic,Reembolso
1633,2026-02-02,despesa,65,Transport for Ireland - TFI,Transporte
1634,2026-02-02,despesa,4700,Grove Island Sport And Leisure Facilities Ltd,Lazer
1635,2026-02-02,despesa,415,Pagamento (Gabriel Garcia de Araujo) — 50% de SuperValu,Supermercado
1636,2026-02-02,receita,1200,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1637,2026-02-02,receita,146916,Payment from DR JOHN CLARKE,Salário
1638,2026-02-02,despesa,20000,To Sonia Maria Ferreira Costa,Outras despesas
1639,2026-02-02,despesa,100000,To Flexible Cash Funds,Transferências internas
1640,2026-02-03,despesa,3400,To Brasil 2026,Outras despesas
1641,2026-02-03,despesa,4000,To Side Hustle 💸,Outras despesas
1642,2026-02-03,receita,1,Interest earned - Brasil 2026,Rendimentos
1643,2026-02-03,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1644,2026-02-04,despesa,100,To Flexible Cash Funds,Transferências internas
1645,2026-02-04,receita,99988,Payment from OFFICE OF THE REVENUE COMMISSIONERS,Reembolso
1646,2026-02-04,despesa,100000,To Flexible Cash Funds,Transferências internas
1647,2026-02-04,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1648,2026-02-04,receita,1,Interest earned - Brasil 2026,Rendimentos
1649,2026-02-04,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1650,2026-02-05,despesa,60,To Flexible Cash Funds,Transferências internas
1651,2026-02-05,despesa,43,To Flexible Cash Funds,Transferências internas
1652,2026-02-05,receita,36900,From Flexible Cash Funds,Transferências internas
1653,2026-02-05,despesa,100,To Flexible Cash Funds,Transferências internas
1654,2026-02-05,despesa,100,To Flexible Cash Funds,Transferências internas
1655,2026-02-05,despesa,84,To Flexible Cash Funds,Transferências internas
1656,2026-02-05,receita,2750,Transfer from BERNARDO NUNO MATOS VIDAL DE LIMA CASEIRO,Outras receitas
1657,2026-02-05,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1658,2026-02-05,receita,1,Interest earned - Brasil 2026,Rendimentos
1659,2026-02-06,despesa,2400,Ryanair,Viagem
1660,2026-02-06,despesa,30000,SSE Airtricity,Moradia
1661,2026-02-06,despesa,1042,Uber,Transporte
1662,2026-02-06,despesa,440,Marqette,Alimentação
1663,2026-02-06,despesa,75,To Flexible Cash Funds,Transferências internas
1664,2026-02-06,receita,5000,From Flexible Cash Funds,Transferências internas
1665,2026-02-06,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
1666,2026-02-06,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1667,2026-02-07,despesa,5500,Taberna D Porcalhota,Lazer
1668,2026-02-07,despesa,7125,Wok City,Alimentação fora
1669,2026-02-07,despesa,316,Uber,Transporte
1670,2026-02-07,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1671,2026-02-07,receita,1,Interest earned - Brasil 2026,Rendimentos
1672,2026-02-07,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1673,2026-02-08,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1674,2026-02-08,receita,1,Interest earned - Brasil 2026,Rendimentos
1675,2026-02-08,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1676,2026-02-09,receita,521,Recebimento (Gabriel Garcia de Araujo) — 50% de Uber,Outras receitas
1677,2026-02-09,despesa,1725,Pagamento (Gabriel Garcia de Araujo) — 50% de Museu da Cerveja,Viagem
1678,2026-02-09,receita,3563,Recebimento (Gabriel Garcia de Araujo) — 50% de Wok City,Outras receitas
1679,2026-02-09,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1680,2026-02-09,receita,1,Interest earned - Brasil 2026,Rendimentos
1681,2026-02-09,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1682,2026-02-10,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1683,2026-02-11,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1684,2026-02-11,receita,1,Interest earned - Brasil 2026,Rendimentos
1685,2026-02-11,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1686,2026-02-12,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1687,2026-02-12,receita,1,Interest earned - Brasil 2026,Rendimentos
1688,2026-02-12,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1689,2026-02-13,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1690,2026-02-13,receita,1,Interest earned - Brasil 2026,Rendimentos
1691,2026-02-13,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1692,2026-02-14,despesa,62,To Flexible Cash Funds,Transferências internas
1693,2026-02-14,receita,5800,From Flexible Cash Funds,Transferências internas
1694,2026-02-14,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1695,2026-02-14,receita,1,Interest earned - Brasil 2026,Rendimentos
1696,2026-02-15,despesa,1048,Tao Lanchonete,Lazer
1697,2026-02-15,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1698,2026-02-15,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1699,2026-02-16,receita,146916,Payment from DR JOHN CLARKE,Salário
1700,2026-02-16,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1701,2026-02-16,receita,1,Interest earned - Brasil 2026,Rendimentos
1702,2026-02-16,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1703,2026-02-17,despesa,50000,To Flexible Cash Funds,Transferências internas
1704,2026-02-17,receita,100000,From Flexible Cash Funds,Transferências internas
1705,2026-02-17,despesa,60000,To Sonia Maria Ferreira Costa,Outras despesas
1706,2026-02-17,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1707,2026-02-17,receita,1,Interest earned - Brasil 2026,Rendimentos
1708,2026-02-17,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1709,2026-02-18,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1710,2026-02-18,receita,1,Interest earned - Brasil 2026,Rendimentos
1711,2026-02-19,despesa,1150,Pagamento (Gabriel Garcia de Araujo) — 50% de Chatgpt,Assinaturas e Digital
1712,2026-02-19,despesa,23300,To Joana Palminha irl,Transferências internas
1713,2026-02-19,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1714,2026-02-19,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1715,2026-02-20,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1716,2026-02-20,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1717,2026-02-20,receita,1,Interest earned - Brasil 2026,Rendimentos
1718,2026-02-21,despesa,30000,To Atlantic Technological University ATU,Educação
1719,2026-02-21,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1720,2026-02-21,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1721,2026-02-21,receita,1,Interest earned - Brasil 2026,Rendimentos
1722,2026-02-22,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1723,2026-02-22,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1724,2026-02-22,receita,1,Interest earned - Brasil 2026,Rendimentos
1725,2026-02-23,despesa,78500,To Michael Quinn,Moradia
1726,2026-02-23,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1727,2026-02-24,despesa,18,To EUR Flexible Cash Funds,Transferências internas
1728,2026-02-24,despesa,38,To EUR Flexible Cash Funds,Transferências internas
1729,2026-02-24,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1730,2026-02-24,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1731,2026-02-24,receita,1,Interest earned - Brasil 2026,Rendimentos
1732,2026-02-25,despesa,1662,Hudson News,Alimentação
1733,2026-02-25,despesa,2682,DGA Comercial,Compras
1734,2026-02-25,despesa,5,To EUR Flexible Cash Funds,Transferências internas
1735,2026-02-25,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1736,2026-02-25,despesa,6,To EUR Flexible Cash Funds,Transferências internas
1737,2026-02-25,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1738,2026-02-25,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1739,2026-02-25,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1740,2026-02-25,receita,1,Interest earned - Brasil 2026,Rendimentos
1741,2026-02-26,despesa,50,To EUR Flexible Cash Funds,Transferências internas
1742,2026-02-26,despesa,3000,McDonald's,Alimentação fora
1743,2026-02-26,despesa,1195,Uber,Transporte
1744,2026-02-26,despesa,95,To EUR Flexible Cash Funds,Transferências internas
1745,2026-02-26,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1746,2026-02-26,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1747,2026-02-26,receita,1,Interest earned - Brasil 2026,Rendimentos
1748,2026-02-27,despesa,3800,Ryanair,Viagem
1749,2026-02-27,despesa,1194,Uber,Transporte
1750,2026-02-27,despesa,350,Ryanair,Viagem
1751,2026-02-27,despesa,2205,ALDI,Supermercado
1752,2026-02-27,receita,1340,Recebimento (Gabriel Garcia de Araujo) — 50% de DGA Comercial,Outras receitas
1753,2026-02-27,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1754,2026-02-27,receita,1,Interest earned - Brasil 2026,Rendimentos
1755,2026-02-28,despesa,3500,Pagamento (Gabriel Garcia de Araujo) — quota Vodafone da Joana,Telefone e internet
1756,2026-02-28,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1757,2026-02-28,despesa,38,To EUR Flexible Cash Funds,Transferências internas
1758,2026-02-28,despesa,20,To EUR Flexible Cash Funds,Transferências internas
1759,2026-02-28,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1760,2026-02-28,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1761,2026-03-01,receita,13500,From EUR Side Hustle 💸,Outras receitas
1762,2026-03-01,despesa,1280,Dealz,Compras e Roupa
1763,2026-03-01,despesa,2162,Tesco,Supermercado
1764,2026-03-01,despesa,65,Transport for Ireland - TFI,Transporte
1765,2026-03-01,receita,11000,From EUR Flexible Cash Funds,Transferências internas
1766,2026-03-01,despesa,11000,To Joana Palminha,Transferências internas
1767,2026-03-01,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1768,2026-03-01,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1769,2026-03-01,receita,1,Interest earned - Brasil 2026,Rendimentos
1770,2026-03-02,despesa,15071,repayment,Empréstimos e Dívidas
1771,2026-03-02,despesa,4700,Grove Island Sport And Leisure Facilities Ltd,Lazer
1772,2026-03-02,despesa,5900,To EUR Flexible Cash Funds,Transferências internas
1773,2026-03-02,receita,146916,Payment from DR JOHN CLARKE,Salário
1774,2026-03-02,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1775,2026-03-02,receita,1,Interest earned - Brasil 2026,Rendimentos
1776,2026-03-02,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1777,2026-03-03,despesa,120000,To EUR Flexible Cash Funds,Transferências internas
1778,2026-03-03,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1779,2026-03-03,despesa,51,To EUR Flexible Cash Funds,Transferências internas
1780,2026-03-03,receita,20000,From EUR Flexible Cash Funds,Transferências internas
1781,2026-03-03,despesa,8646,To investment account,Transferências internas
1782,2026-03-03,despesa,30,To EUR Flexible Cash Funds,Transferências internas
1783,2026-03-03,despesa,8611,CIG,Investimentos
1784,2026-03-03,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
1785,2026-03-03,receita,1,Interest earned - Brasil 2026,Rendimentos
1786,2026-03-04,despesa,10070,Trading 212,Investimentos
1787,2026-03-04,despesa,65,Transport for Ireland - TFI,Transporte
1788,2026-03-04,despesa,449,SuperValu,Supermercado
1789,2026-03-04,despesa,519,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
1790,2026-03-04,despesa,810,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
1791,2026-03-04,receita,1081,Recebimento (Gabriel Garcia de Araujo) — 50% de Tesco,Outras receitas
1792,2026-03-04,receita,640,Recebimento (Gabriel Garcia de Araujo) — 50% de Dealz,Outras receitas
1793,2026-03-04,receita,1103,Recebimento (Gabriel Garcia de Araujo) — 50% de ALDI,Outras receitas
1794,2026-03-04,receita,1500,Recebimento (Gabriel Garcia de Araujo) — 50% de McDonald's,Outras receitas
1795,2026-03-04,receita,597,Recebimento (Gabriel Garcia de Araujo) — 50% de Uber,Outras receitas
1796,2026-03-04,receita,598,Recebimento (Gabriel Garcia de Araujo) — 50% de Uber,Outras receitas
1797,2026-03-04,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
1798,2026-03-04,receita,1,Interest earned - Brasil 2026,Rendimentos
1799,2026-03-05,receita,1100,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1800,2026-03-05,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1801,2026-03-05,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1802,2026-03-06,despesa,6000,To Sonia Maria Ferreira Costa,Outras despesas
1803,2026-03-06,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1804,2026-03-06,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
1805,2026-03-06,receita,1,Interest earned - Brasil 2026,Rendimentos
1806,2026-03-07,despesa,65,Transport for Ireland - TFI,Transporte
1807,2026-03-07,despesa,10000,To Sonia Maria Ferreira Costa,Outras despesas
1808,2026-03-07,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1809,2026-03-07,receita,10000,From EUR Flexible Cash Funds,Transferências internas
1810,2026-03-07,despesa,17,To EUR Flexible Cash Funds,Transferências internas
1811,2026-03-07,despesa,88,To EUR Flexible Cash Funds,Transferências internas
1812,2026-03-07,despesa,24,To EUR Flexible Cash Funds,Transferências internas
1813,2026-03-07,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
1814,2026-03-07,receita,1,Interest earned - Brasil 2026,Rendimentos
1815,2026-03-08,despesa,1376,Lidl,Supermercado
1816,2026-03-08,despesa,4312,Tesco,Supermercado
1817,2026-03-08,despesa,65,Transport for Ireland - TFI,Transporte
1818,2026-03-08,despesa,4783,Polonez,Supermercado
1819,2026-03-08,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1820,2026-03-08,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1821,2026-03-08,receita,1,Interest earned - Brasil 2026,Rendimentos
1822,2026-03-09,receita,2000,From EUR Flexible Cash Funds,Transferências internas
1823,2026-03-09,receita,10000,From EUR Flexible Cash Funds,Transferências internas
1824,2026-03-09,despesa,10,To EUR Flexible Cash Funds,Transferências internas
1825,2026-03-09,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1826,2026-03-09,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
1827,2026-03-09,receita,1,Interest earned - Brasil 2026,Rendimentos
1828,2026-03-10,despesa,2490,O'Sullivans Pharmacy,Saúde
1829,2026-03-10,despesa,65,Transport for Ireland - TFI,Transporte
1830,2026-03-10,despesa,3068,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
1831,2026-03-10,receita,2392,Recebimento (Gabriel Garcia de Araujo) — 50% de Polonez,Outras receitas
1832,2026-03-10,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
1833,2026-03-11,despesa,50,To EUR Flexible Cash Funds,Transferências internas
1834,2026-03-11,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1835,2026-03-11,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1836,2026-03-11,receita,1,Interest earned - Brasil 2026,Rendimentos
1837,2026-03-12,receita,2156,Recebimento (Gabriel Garcia de Araujo) — 50% de Tesco,Outras receitas
1838,2026-03-12,despesa,50,To EUR Flexible Cash Funds,Transferências internas
1839,2026-03-12,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1840,2026-03-12,receita,1,Interest earned - Brasil 2026,Rendimentos
1841,2026-03-13,despesa,1350,South's Pub,Lazer
1842,2026-03-13,despesa,450,24/7 Shop,Supermercado
1843,2026-03-13,despesa,31,To EUR Flexible Cash Funds,Transferências internas
1844,2026-03-13,despesa,1,To EUR Flexible Cash Funds,Transferências internas
1845,2026-03-13,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1846,2026-03-13,receita,1,Interest earned - Brasil 2026,Rendimentos
1847,2026-03-14,despesa,99,Lidl,Supermercado
1848,2026-03-14,despesa,6069,Lidl,Supermercado
1849,2026-03-14,despesa,51,To EUR Flexible Cash Funds,Transferências internas
1850,2026-03-14,receita,9000,From EUR Flexible Cash Funds,Transferências internas
1851,2026-03-14,despesa,52,To EUR Flexible Cash Funds,Transferências internas
1852,2026-03-14,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1853,2026-03-14,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1854,2026-03-14,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1855,2026-03-14,receita,1,Interest earned - Brasil 2026,Rendimentos
1856,2026-03-15,despesa,65,Transport for Ireland - TFI,Transporte
1857,2026-03-15,despesa,249,Eason,Lazer
1858,2026-03-15,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1859,2026-03-16,despesa,348,To Go,Outras despesas
1860,2026-03-16,receita,146915,Payment from DR JOHN CLARKE,Salário
